Locus Tag ID,Annotation,Amino Acid Length/Accession Number,Protein Description,Protein.ID,Location,Percent.Identity,,,,,,,,,,,
NGO1829,Old_annotation_FA1090,"122aa, >lcl|NC 002946.2 cdsid YP 208862.1",50S ribosomal protein L14,YP_208862.1,complement(1801391..1801759),100%,,,,,,,,,,,
NGO_1830,New_annotation_FA1090,"87aa, >lcl|AE004969.1 prot AAW90451.1 1792",30S ribosomal protein S17,AAW90451.1,complement(1801981..1802244),100%,,,,,,,,,,,
NGO1830,Old_annotation_FA1090,"87aa, >lcl|NC 002946.2 cdsid YP 208863.1",30S ribosomal protein S17,YP_208863.1,complement(1801981..1802244),100%,,,,,,,,,,,
NGO_1831,New_annotation_FA1090,"63aa, >lcl|AE004969.1 prot AAW90452.1 1793",50S ribosomal protein L29,AAW90452.1,complement(1802244..1802435),100%,,,,,,,,,,,
NGO1831,Old_annotation_FA1090,"63aa, >lcl|NC 002946.2 cdsid YP 208864.1",50S ribosomal protein L29,YP_208864.1,complement(1802244..1802435),100%,,,,,,,,,,,
NGO_18311,New_annotation_FA1090,"138aa, >lcl|AE004969.1 prot AAW90453.1 1794",50S ribosomal protein L16,AAW90453.1,complement(1802435..1802851),100%,,,,,,,,,,,
NGO18311,Old_annotation_FA1090,"138aa, >lcl|NC 002946.2 cdsid YP 208865.1",50S ribosomal protein L16,YP_208865.1,complement(1802435..1802851),100%,,,,,,,,,,,
NGO_1832,New_annotation_FA1090,"230aa, >lcl|AE004969.1 prot AAW90454.1 1795",30S ribosomal protein S3,AAW90454.1,complement(1802835..1803527),100%,,,,,,,,,,,
NGO1832,Old_annotation_FA1090,"230aa, >lcl|NC 002946.2 cdsid YP 208866.1",30S ribosomal protein S3,YP_208866.1,complement(1802835..1803527),100%,,,,,,,,,,,
NGO_1833,New_annotation_FA1090,"109aa, >lcl|AE004969.1 prot AAW90455.1 1796",50S ribosomal protein L22,AAW90455.1,complement(1803537..1803866),100%,,,,,,,,,,,
NGO1833,Old_annotation_FA1090,"109aa, >lcl|NC 002946.2 cdsid YP 208867.1",50S ribosomal protein L22,YP_208867.1,complement(1803537..1803866),100%,,,,,,,,,,,
NGO_1834,New_annotation_FA1090,"92aa, >lcl|AE004969.1 prot AAW90456.1 1797",30S ribosomal protein S19,AAW90456.1,complement(1803875..1804153),100%,,,,,,,,,,,
NGO1834,Old_annotation_FA1090,"92aa, >lcl|NC 002946.2 cdsid YP 208868.1",30S ribosomal protein S19,YP_208868.1,complement(1803875..1804153),100%,,,,,,,,,,,
NGO_1835,New_annotation_FA1090,"277aa, >lcl|AE004969.1 prot AAW90457.1 1798",50S ribosomal protein L2,AAW90457.1,complement(1804159..1804992),100%,,,,,,,,,,,
NGO1835,Old_annotation_FA1090,"277aa, >lcl|NC 002946.2 cdsid YP 208869.1",50S ribosomal protein L2,YP_208869.1,complement(1804159..1804992),100%,,,,,,,,,,,
NGO_1836,New_annotation_FA1090,"106aa, >lcl|AE004969.1 prot AAW90458.1 1799",50S ribosomal protein L23,AAW90458.1,complement(1804998..1805318),100%,,,,,,,,,,,
NGO1836,Old_annotation_FA1090,"106aa, >lcl|NC 002946.2 cdsid YP 208870.1",50S ribosomal protein L23,YP_208870.1,complement(1804998..1805318),100%,,,,,,,,,,,
NGO_1837,New_annotation_FA1090,"206aa, >lcl|AE004969.1 prot AAW90459.1 1800",50S ribosomal protein L4,AAW90459.1,complement(1805309..1805929),100%,,,,,,,,,,,
NGO1837,Old_annotation_FA1090,"206aa, >lcl|NC 002946.2 cdsid YP 208871.1",50S ribosomal protein L4,YP_208871.1,complement(1805309..1805929),100%,,,,,,,,,,,
NGO_1838,New_annotation_FA1090,"214aa, >lcl|AE004969.1 prot AAW90460.1 1801",50S ribosomal protein L3,AAW90460.1,complement(1805929..1806573),100%,,,,,,,,,,,
NGO1838,Old_annotation_FA1090,"214aa, >lcl|NC 002946.2 cdsid YP 208872.1",50S ribosomal protein L3,YP_208872.1,complement(1805929..1806573),100%,,,,,,,,,,,
NGO_1839,New_annotation_FA1090,"63aa, >lcl|AE004969.1 prot AAW90461.1 1802",hypothetical protein,AAW90461.1,complement(1806791..1806982),100%,,,,,,,,,,,
NGO1839,Old_annotation_FA1090,"63aa, >lcl|NC 002946.2 cdsid YP 208873.1",hypothetical protein,YP_208873.1,complement(1806791..1806982),100%,,,,,,,,,,,
NGO_1841,New_annotation_FA1090,"103aa, >lcl|AE004969.1 prot AAW90462.1 1803",30S ribosomal protein S10,AAW90462.1,complement(1807359..1807670),100%,,,,,,,,,,,
NGO1841,Old_annotation_FA1090,"103aa, >lcl|NC 002946.2 cdsid YP 208874.1",30S ribosomal protein S10,YP_208874.1,complement(1807359..1807670),100%,,,,,,,,,,,
NGO_1842,New_annotation_FA1090,"394aa, >lcl|AE004969.1 prot AAW90463.1 1804",elongation factor Tu,AAW90463.1,complement(1807688..1808872),100%,,,,,,,,,,,
NGO1842,Old_annotation_FA1090,"394aa, >lcl|NC 002946.2 cdsid YP 208875.1",elongation factor Tu,YP_208875.1,complement(1807688..1808872),100%,,,,,,,,,,,
NGO_1843,New_annotation_FA1090,"701aa, >lcl|AE004969.1 prot AAW90464.1 1805",elongation factor G,AAW90464.1,complement(1808960..1811065),100%,,,,,,,,,,,
NGO1843,Old_annotation_FA1090,"701aa, >lcl|NC 002946.2 cdsid YP 208876.1",elongation factor G,YP_208876.1,complement(1808960..1811065),100%,,,,,,,,,,,
NGO_1844,New_annotation_FA1090,"156aa, >lcl|AE004969.1 prot AAW90465.1 1806",30S ribosomal protein S7,AAW90465.1,complement(1811084..1811554),100%,,,,,,,,,,,
NGO1844,Old_annotation_FA1090,"156aa, >lcl|NC 002946.2 cdsid YP 208877.1",30S ribosomal protein S7,YP_208877.1,complement(1811084..1811554),100%,,,,,,,,,,,
NGO_1845,New_annotation_FA1090,"123aa, >lcl|AE004969.1 prot AAW90466.1 1807",30S ribosomal protein S12,AAW90466.1,complement(1811672..1812043),100%,,,,,,,,,,,
NGO1845,Old_annotation_FA1090,"123aa, >lcl|NC 002946.2 cdsid YP 208878.1",30S ribosomal protein S12,YP_208878.1,complement(1811672..1812043),100%,,,,,,,,,,,
NGO_1846,New_annotation_FA1090,"49aa, >lcl|AE004969.1 prot AAW90467.1 1808",hypothetical protein,AAW90467.1,complement(1812222..1812371),100%,,,,,,,,,,,
NGO1846,Old_annotation_FA1090,"49aa, >lcl|NC 002946.2 cdsid YP 208879.1",hypothetical protein,YP_208879.1,complement(1812222..1812371),100%,,,,,,,,,,,
NGO_1847,New_annotation_FA1090,"329aa, >lcl|AE004969.1 prot AAW90468.2 1809",hypothetical protein,AAW90468.2,complement(1812378..1813367),100%,,,,,,,,,,,
NGO1847,Old_annotation_FA1090,"309aa, >lcl|NC 002946.2 cdsid YP 208880.1",hypothetical protein,YP_208880.1,complement(1812378..1813307),100%,,,,,,,,,,,
NGO_1848,New_annotation_FA1090,"80aa, >lcl|AE004969.1 prot AAW90469.1 1810",hypothetical protein,AAW90469.1,complement(1813279..1813521),100%,,,,,,,,,,,
NGO1848,Old_annotation_FA1090,"80aa, >lcl|NC 002946.2 cdsid YP 208881.1",hypothetical protein,YP_208881.1,complement(1813279..1813521),100%,,,,,,,,,,,
NGO_09870,New_annotation_FA1090,"209aa, >lcl|AE004969.1 prot AKO63777.1 1811",hypothetical protein,AKO63777.1,complement(1813761..1814390),100%,,,,,,,,,,,
NGO1849,Old_annotation_FA1090,"353 aa, >lcl |NC_002946.2_cdsid_YP_208882.1",hypothetical protein,YP_208882.1,complement(1813761..1814822),<100%,,,,,,,,,,,
NGO_1850,New_annotation_FA1090,"1391aa, >lcl|AE004969.1 prot AAW90471.1 1812",DNA-directed RNA polymerase subunit beta',AAW90471.1,complement(1815110..1819285),100%,,,,,,,,,,,
NGO1850,Old_annotation_FA1090,"1391aa, >lcl|NC 002946.2 cdsid YP 208883.1",DNA-directed RNA polymerase subunit beta',YP_208883.1,complement(1815110..1819285),100%,,,,,,,,,,,
NGO_1851,New_annotation_FA1090,"1392aa, >lcl|AE004969.1 prot AAW90472.1 1813",DNA-directed RNA polymerase subunit beta,AAW90472.1,complement(1819438..1823616),100%,,,,,,,,,,,
NGO1851,Old_annotation_FA1090,"1392aa, >lcl|NC 002946.2 cdsid YP 208884.1",DNA-directed RNA polymerase subunit beta,YP_208884.1,complement(1819438..1823616),100%,,,,,,,,,,,
NGO_1852,New_annotation_FA1090,"123aa, >lcl|AE004969.1 prot AAW90473.1 1814",50S ribosomal protein L7/L12,AAW90473.1,complement(1823807..1824178),100%,,,,,,,,,,,
NGO1852,Old_annotation_FA1090,"123aa, >lcl|NC 002946.2 cdsid YP 208885.1",50S ribosomal protein L7/L12,YP_208885.1,complement(1823807..1824178),100%,,,,,,,,,,,
NGO_1853,New_annotation_FA1090,"166aa, >lcl|AE004969.1 prot AAW90474.1 1815",50S ribosomal protein L10,AAW90474.1,complement(1824236..1824736),100%,,,,,,,,,,,
NGO1853,Old_annotation_FA1090,"166aa, >lcl|NC 002946.2 cdsid YP 208886.1",50S ribosomal protein L10,YP_208886.1,complement(1824236..1824736),100%,,,,,,,,,,,
NGO_09900,New_annotation_FA1090,"47aa, >lcl|AE004969.1 prot AKO63778.1 1816",hypothetical protein,AKO63778.1,complement(1824754..1824897),Present only in new annotation,,,,,,,,,,,
NGO_1854,New_annotation_FA1090,"231aa, >lcl|AE004969.1 prot AAW90475.1 1817",50S ribosomal protein L1,AAW90475.1,complement(1824964..1825659),100%,,,,,,,,,,,
NGO1854,Old_annotation_FA1090,"231aa, >lcl|NC 002946.2 cdsid YP 208887.1",50S ribosomal protein L1,YP_208887.1,complement(1824964..1825659),100%,,,,,,,,,,,
NGO_1855,New_annotation_FA1090,"144aa, >lcl|AE004969.1 prot AAW90476.1 1818",50S ribosomal protein L11,AAW90476.1,complement(1825659..1826093),100%,,,,,,,,,,,
NGO1855,Old_annotation_FA1090,"144aa, >lcl|NC 002946.2 cdsid YP 208888.1",50S ribosomal protein L11,YP_208888.1,complement(1825659..1826093),100%,,,,,,,,,,,
NGO_1856,New_annotation_FA1090,"178aa, >lcl|AE004969.1 prot AAW90477.1 1819",antitermination protein NusG,AAW90477.1,complement(1826194..1826730),100%,,,,,,,,,,,
NGO1856,Old_annotation_FA1090,"178aa, >lcl|NC 002946.2 cdsid YP 208889.1",transcription antitermination protein NusG,YP_208889.1,complement(1826194..1826730),100%,,,,,,,,,,,
NGO_1857,New_annotation_FA1090,"92aa, >lcl|AE004969.1 prot AAW90478.1 1820",preprotein translocase subunit SecE,AAW90478.1,complement(1826732..1827010),100%,,,,,,,,,,,
NGO1857,Old_annotation_FA1090,"92aa, >lcl|NC 002946.2 cdsid YP 208890.1",preprotein translocase subunit SecE,YP_208890.1,complement(1826732..1827010),100%,,,,,,,,,,,
NGO_1858,New_annotation_FA1090,"394aa, >lcl|AE004969.1 prot AAW90479.1 1821",elongation factor Tu,AAW90479.1,complement(1827207..1828391),100%,,,,,,,,,,,
NGO1858,Old_annotation_FA1090,"394aa, >lcl|NC 002946.2 cdsid YP 208891.1",elongation factor Tu,YP_208891.1,complement(1827207..1828391),100%,,,,,,,,,,,
NGO_1859,New_annotation_FA1090,"83aa, >lcl|AE004969.1 prot AAW90480.1 1822",ferredoxin,AAW90480.1,complement(1828808..1829059),100%,,,,,,,,,,,
NGO1859,Old_annotation_FA1090,"83aa, >lcl|NC 002946.2 cdsid YP 208892.1",ferredoxin,YP_208892.1,complement(1828808..1829059),100%,,,,,,,,,,,
NGO_1860,New_annotation_FA1090,"189aa, >lcl|AE004969.1 prot AAW90481.1 1823",lactate dehydrogenase,AAW90481.1,complement(1829182..1829751),100%,,,,,,,,,,,
NGO1860,Old_annotation_FA1090,"189aa, >lcl|NC 002946.2 cdsid YP 208893.1",DNA methylase,YP_208893.1,complement(1829182..1829751),100%,,,,,,,,,,,
NGO_1861,New_annotation_FA1090,"112aa, >lcl|AE004969.1 prot AAW90482.1 1824",hypothetical protein,AAW90482.1,complement(1829854..1830192),100%,,,,,,,,,,,
NGO1861,Old_annotation_FA1090,"112aa, >lcl|NC 002946.2 cdsid YP 208894.1",hypothetical protein,YP_208894.1,complement(1829854..1830192),100%,,,,,,,,,,,
NGO_09965,New_annotation_FA1090,"235aa, >lcl|AE004969.1 prot AKO63779.1 1825",Opacity protein opA54,AKO63779.1,complement(1830206..1830913),Present only in new annotation,,,,,,,,,,,
NGO_09970,New_annotation_FA1090,"126aa, >lcl|AE004969.1 prot AKO63780.1 1826",transposase,AKO63780.1,complement(1831266..1831646),Present only in new annotation,,,,,,,,,,,
NGO_1863,New_annotation_FA1090,"768aa, >lcl|AE004969.1 prot AAW90483.1 1827",DNA topoisomerase I,AAW90483.1,complement(1832027..1834333),100%,,,,,,,,,,,
NGO1863,Old_annotation_FA1090,"768aa, >lcl|NC 002946.2 cdsid YP 208895.1",DNA topoisomerase I,YP_208895.1,complement(1832027..1834333),100%,,,,,,,,,,,
NGO_1864,New_annotation_FA1090,"153aa, >lcl|AE004969.1 prot AAW90484.1 1828",hypothetical protein,AAW90484.1,complement(1834411..1834872),100%,,,,,,,,,,,
NGO1864,Old_annotation_FA1090,"153aa, >lcl|NC 002946.2 cdsid YP 208896.1",hypothetical protein,YP_208896.1,complement(1834411..1834872),100%,,,,,,,,,,,
NGO_1865,New_annotation_FA1090,"395aa, >lcl|AE004969.1 prot AAW90485.1 1829",DNA processing protein DprA,AAW90485.1,complement(1834898..1836085),100%,,,,,,,,,,,
NGO1865,Old_annotation_FA1090,"395aa, >lcl|NC 002946.2 cdsid YP 208897.1",hypothetical protein,YP_208897.1,complement(1834898..1836085),100%,,,,,,,,,,,
NGO_1866,New_annotation_FA1090,"425aa, >lcl|AE004969.1 prot AAW90486.1 1830",nitrogen assimilation regulatory protein NtrX,AAW90486.1,complement(1836176..1837453),100%,,,,,,,,,,,
NGO1866,Old_annotation_FA1090,"425aa, >lcl|NC 002946.2 cdsid YP 208898.1",two-component system transcriptional response regulator,YP_208898.1,complement(1836176..1837453),100%,,,,,,,,,,,
NGO_1867,New_annotation_FA1090,"706aa, >lcl|AE004969.1 prot AAW90487.1 1831",ATPase,AAW90487.1,complement(1837446..1839566),100%,,,,,,,,,,,
NGO1867,Old_annotation_FA1090,"706aa, >lcl|NC 002946.2 cdsid YP 208899.1",two-component system sensor kinase,YP_208899.1,complement(1837446..1839566),100%,,,,,,,,,,,
NGO_1868,New_annotation_FA1090,"199aa, >lcl|AE004969.1 prot AAW90488.1 1832",hypothetical protein,AAW90488.1,complement(1839566..1840165),100%,,,,,,,,,,,
NGO1868,Old_annotation_FA1090,"199aa, >lcl|NC 002946.2 cdsid YP 208900.1",hypothetical protein,YP_208900.1,complement(1839566..1840165),100%,,,,,,,,,,,
NGO_1869,New_annotation_FA1090,"419aa, >lcl|AE004969.1 prot AAW90489.1 1833",16S rRNA methyltransferase,AAW90489.1,complement(1840131..1841390),100%,,,,,,,,,,,
NGO1869,Old_annotation_FA1090,"419aa, >lcl|NC 002946.2 cdsid YP 208901.1",16S RNA methyltransferase,YP_208901.1,complement(1840131..1841390),100%,,,,,,,,,,,
NGO_1870,New_annotation_FA1090,"308aa, >lcl|AE004969.1 prot AAW90490.1 1834",methionyl-tRNA formyltransferase,AAW90490.1,complement(1841469..1842395),100%,,,,,,,,,,,
NGO1870,Old_annotation_FA1090,"308aa, >lcl|NC 002946.2 cdsid YP 208902.1",hypothetical protein,YP_208902.1,complement(1841469..1842395),100%,,,,,,,,,,,
NGO_1871,New_annotation_FA1090,"167aa, >lcl|AE004969.1 prot AAW90491.1 1835",peptide deformylase,AAW90491.1,complement(1842483..1842986),100%,,,,,,,,,,,
NGO1871,Old_annotation_FA1090,"167aa, >lcl|NC 002946.2 cdsid YP 208903.1",peptide deformylase,YP_208903.1,complement(1842483..1842986),100%,,,,,,,,,,,
NGO_1872,New_annotation_FA1090,"65aa, >lcl|AE004969.1 prot AAW90492.1 1836",hypothetical protein,AAW90492.1,complement(1843059..1843256),100%,,,,,,,,,,,
NGO1872,Old_annotation_FA1090,"65aa, >lcl|NC 002946.2 cdsid YP 208904.1",hypothetical protein,YP_208904.1,complement(1843059..1843256),100%,,,,,,,,,,,
NGO1873,Old_annotation_FA1090,"445 aa, >lcl |NC_002946.2_cdsid_YP_208905.1",conserved hypothetical protein,YP_208905.1,1843284..1844621,<100%,,,,,,,,,,,
NGO_1873,New_annotation_FA1090,"407aa, >lcl|AE004969.1 prot AAW90493.2 1837",peptidoglycan-binding protein LysM,AAW90493.2,1843398..1844621,100%,,,,,,,,,,,
NGO_1874,New_annotation_FA1090,"54aa, >lcl|AE004969.1 prot AAW90494.1 1838",hypothetical protein,AAW90494.1,1844694..1844858,100%,,,,,,,,,,,
NGO1874,Old_annotation_FA1090,"54aa, >lcl|NC 002946.2 cdsid YP 208906.1",hypothetical protein,YP_208906.1,1844694..1844858,100%,,,,,,,,,,,
NGO_1875,New_annotation_FA1090,"216aa, >lcl|AE004969.1 prot AAW90495.1 1839",membrane protein,AAW90495.1,complement(1845042..1845692),100%,,,,,,,,,,,
NGO1875,Old_annotation_FA1090,"216aa, >lcl|NC 002946.2 cdsid YP 208907.1",hypothetical protein,YP_208907.1,complement(1845042..1845692),100%,,,,,,,,,,,
NGO_1876,New_annotation_FA1090,"152aa, >lcl|AE004969.1 prot AAW90496.1 1840",aspartate carbamoyltransferase,AAW90496.1,complement(1845754..1846212),100%,,,,,,,,,,,
NGO1876,Old_annotation_FA1090,"152aa, >lcl|NC 002946.2 cdsid YP 208908.1",aspartate carbamoyltransferase,YP_208908.1,complement(1845754..1846212),100%,,,,,,,,,,,
NGO_1877,New_annotation_FA1090,"306aa, >lcl|AE004969.1 prot AAW90497.1 1841",aspartate carbamoyltransferase catalytic subunit,AAW90497.1,complement(1846222..1847142),100%,,,,,,,,,,,
NGO1877,Old_annotation_FA1090,"306aa, >lcl|NC 002946.2 cdsid YP 208909.1",aspartate carbamoyltransferase,YP_208909.1,complement(1846222..1847142),100%,,,,,,,,,,,
NGO_1878,New_annotation_FA1090,"280aa, >lcl|AE004969.1 prot AAW90498.1 1842",PhnO,AAW90498.1,1847378..1848220,100%,,,,,,,,,,,
NGO1878,Old_annotation_FA1090,"280aa, >lcl|NC 002946.2 cdsid YP 208910.1",hypothetical protein,YP_208910.1,1847378..1848220,100%,,,,,,,,,,,
NGO_18781,New_annotation_FA1090,"78aa, >lcl|AE004969.1 prot AAW90499.1 1843",membrane protein,AAW90499.1,1848738..1848974,100%,,,,,,,,,,,
NGO18781,Old_annotation_FA1090,"78aa, >lcl|NC 002946.2 cdsid YP 208911.1",hypothetical protein,YP_208911.1,1848738..1848974,100%,,,,,,,,,,,
NGO_1879,New_annotation_FA1090,"196aa, >lcl|AE004969.1 prot AAW90500.1 1844",peptidase C39,AAW90500.1,1849022..1849612,100%,,,,,,,,,,,
NGO1879,Old_annotation_FA1090,"196aa, >lcl|NC 002946.2 cdsid YP 208912.1",hypothetical protein,YP_208912.1,1849022..1849612,100%,,,,,,,,,,,
NGO_1880,New_annotation_FA1090,"183aa, >lcl|AE004969.1 prot AAW90501.1 1845",membrane protein,AAW90501.1,complement(1849888..1850439),100%,,,,,,,,,,,
NGO1880,Old_annotation_FA1090,"183aa, >lcl|NC 002946.2 cdsid YP 208913.1",hypothetical protein,YP_208913.1,complement(1849888..1850439),100%,,,,,,,,,,,
NGO_1881,New_annotation_FA1090,"490aa, >lcl|AE004969.1 prot AAW90502.1 1846",pyruvate kinase,AAW90502.1,1851528..1853000,100%,,,,,,,,,,,
NGO1881,Old_annotation_FA1090,"490aa, >lcl|NC 002946.2 cdsid YP 208914.1",PykA,YP_208914.1,1851528..1853000,100%,,,,,,,,,,,
NGO_10080,New_annotation_FA1090,"86aa, >lcl|AE004969.1 prot AKO63781.1 1847",hypothetical protein,AKO63781.1,complement(1853168..1853428),Present only in new annotation,,,,,,,,,,,
NGO_10085,New_annotation_FA1090,"115aa, >lcl|AE004969.1 prot AKO63782.1 1848",membrane protein,AKO63782.1,1853411..1853758,Present only in new annotation,,,,,,,,,,,
NGO_10090,New_annotation_FA1090,"268aa, >lcl|AE004969.1 prot AKO63783.1 1849",hypothetical protein,AKO63783.1,1853780..1854586,Present only in new annotation,,,,,,,,,,,
NGO_1886,New_annotation_FA1090,"140aa, >lcl|AE004969.1 prot AAW90503.1 1850",hypothetical protein,AAW90503.1,complement(1854669..1855091),100%,,,,,,,,,,,
NGO1886,Old_annotation_FA1090,"140aa, >lcl|NC 002946.2 cdsid YP 208915.1",hypothetical protein,YP_208915.1,complement(1854669..1855091),100%,,,,,,,,,,,
NGO_1887,New_annotation_FA1090,"49aa, >lcl|AE004969.1 prot AAW90504.1 1851",hypothetical protein,AAW90504.1,complement(1855269..1855418),100%,,,,,,,,,,,
NGO1887,Old_annotation_FA1090,"49aa, >lcl|NC 002946.2 cdsid YP 208916.1",hypothetical protein,YP_208916.1,complement(1855269..1855418),100%,,,,,,,,,,,
NGO_1888,New_annotation_FA1090,"65aa, >lcl|AE004969.1 prot AAW90505.1 1852",hypothetical protein,AAW90505.1,complement(1855436..1855633),100%,,,,,,,,,,,
NGO1888,Old_annotation_FA1090,"65aa, >lcl|NC 002946.2 cdsid YP 208917.1",hypothetical protein,YP_208917.1,complement(1855436..1855633),100%,,,,,,,,,,,
NGO_1889,New_annotation_FA1090,"338aa, >lcl|AE004969.1 prot AAW90506.1 1853",hypothetical protein,AAW90506.1,complement(1855643..1856659),100%,,,,,,,,,,,
NGO1889,Old_annotation_FA1090,"338aa, >lcl|NC 002946.2 cdsid YP 208918.1",hypothetical protein,YP_208918.1,complement(1855643..1856659),100%,,,,,,,,,,,
NGO_1890,New_annotation_FA1090,"404aa, >lcl|AE004969.1 prot AAW90507.1 1854",sodium:glutamate symporter,AAW90507.1,complement(1856758..1857972),100%,,,,,,,,,,,
NGO1890,Old_annotation_FA1090,"404aa, >lcl|NC 002946.2 cdsid YP 208919.1",glutamate permease,YP_208919.1,complement(1856758..1857972),100%,,,,,,,,,,,
NGO_1891,New_annotation_FA1090,"93aa, >lcl|AE004969.1 prot AAW90508.1 1855",hypothetical protein,AAW90508.1,complement(1858225..1858506),100%,,,,,,,,,,,
NGO1891,Old_annotation_FA1090,"93aa, >lcl|NC 002946.2 cdsid YP 208920.1",hypothetical protein,YP_208920.1,complement(1858225..1858506),100%,,,,,,,,,,,
NGO_1893,New_annotation_FA1090,"335aa, >lcl|AE004969.1 prot AAW90509.1 1856",modification methylase HphIB,AAW90509.1,complement(1859711..1860718),100%,,,,,,,,,,,
NGO1893,Old_annotation_FA1090,"335aa, >lcl|NC 002946.2 cdsid YP 208921.1",N6-methyladenine methyltransferase,YP_208921.1,complement(1859711..1860718),100%,,,,,,,,,,,
NGO_1894,New_annotation_FA1090,"333aa, >lcl|AE004969.1 prot AAW90510.1 1857",5-methylcytosine methyltransferase,AAW90510.1,complement(1860711..1861712),100%,,,,,,,,,,,
NGO1894,Old_annotation_FA1090,"333aa, >lcl|NC 002946.2 cdsid YP 208922.1",5-methylcytosine methyltransferase,YP_208922.1,complement(1860711..1861712),100%,,,,,,,,,,,
NGO_1895,New_annotation_FA1090,"757aa, >lcl|AE004969.1 prot AAW90511.1 1858",transcription accessory protein,AAW90511.1,complement(1861743..1864016),100%,,,,,,,,,,,
NGO1895,Old_annotation_FA1090,"757aa, >lcl|NC 002946.2 cdsid YP 208923.1",hypothetical protein,YP_208923.1,complement(1861743..1864016),100%,,,,,,,,,,,
NGO_1896,New_annotation_FA1090,"338aa, >lcl|AE004969.1 prot AAW90512.1 1859",UDP-glucose 4-epimerase,AAW90512.1,1864135..1865151,100%,,,,,,,,,,,
NGO1896,Old_annotation_FA1090,"338aa, >lcl|NC 002946.2 cdsid YP 208924.1",hypothetical protein,YP_208924.1,1864135..1865151,100%,,,,,,,,,,,
NGO_1897,New_annotation_FA1090,"346aa, >lcl|AE004969.1 prot AAW90513.1 1860","dTDP-glucose 4,6-dehydratase",AAW90513.1,1865152..1866192,100%,,,,,,,,,,,
NGO1897,Old_annotation_FA1090,"346aa, >lcl|NC 002946.2 cdsid YP 208925.1",hypothetical protein,YP_208925.1,1865152..1866192,100%,,,,,,,,,,,
NGO_1898,New_annotation_FA1090,"288aa, >lcl|AE004969.1 prot AAW90514.1 1861",glucose-1-phosphate thymidylyltransferase,AAW90514.1,1866297..1867163,100%,,,,,,,,,,,
NGO1898,Old_annotation_FA1090,"288aa, >lcl|NC 002946.2 cdsid YP 208926.1",glucose-1-phosphate thymidylyltransferase,YP_208926.1,1866297..1867163,100%,,,,,,,,,,,
NGO_10165,New_annotation_FA1090,"185aa, >lcl|AE004969.1 prot AKO63784.1 1862","dTDP-4-dehydrorhamnose 3,5-epimerase",AKO63784.1,1867301..1867858,Present only in new annotation,,,,,,,,,,,
NGO_1900,New_annotation_FA1090,"672aa, >lcl|AE004969.1 prot AAW90515.1 1863",peptide transporter,AAW90515.1,complement(1867902..1869920),100%,,,,,,,,,,,
NGO1900,Old_annotation_FA1090,"672aa, >lcl|NC 002946.2 cdsid YP 208927.1",hypothetical protein,YP_208927.1,complement(1867902..1869920),100%,,,,,,,,,,,
NGO_1901,New_annotation_FA1090,"373aa, >lcl|AE004969.1 prot AAW90516.1 1864",molecular chaperone DnaJ,AAW90516.1,complement(1870115..1871236),100%,,,,,,,,,,,
